Topic,Count,话题,Name,Representation,Representative_Docs
26,69,,26_水电站_热爱_守住_值长,"['水电站', '热爱', '守住', '值长', '徐博海', '退缩', '能源', '距离', '依然', '岗位']","['地震 瞬间 水电站 值长 生死 抉择 网友 真 英雄 月 日 四川 泸定县 发生 6.8 级 地震 距离 震中 仅 21 公里 国家 能源 集团 大渡河 大岗山 水电站 震感 危急关头 水电站 当班 值长 徐博海 退缩 选择 坚守 水电站 恢复正常 运行 徐博海 依然 工作 热爱 岗位 谢谢 守住 水电站 出 一份 力 \u200b', '地震 瞬间 水电站 值长 生死 抉择 网友 真 英雄 月 日 四川 泸定县 发生 6.8 级 地震 距离 震中 仅 21 公里 国家 能源 集团 大渡河 大岗山 水电站 震感 危急关头 水电站 当班 值长 徐博海 退缩 选择 坚守 水电站 恢复正常 运行 徐博海 依然 工作 热爱 岗位 谢谢 守住 水电站 出 一份 力 \u200b', '地震 瞬间 水电站 值长 生死 抉择 网友 真 英雄 月 日 四川 泸定县 发生 6.8 级 地震 距离 震中 仅 21 公里 国家 能源 集团 大渡河 大岗山 水电站 震感 危急关头 水电站 当班 值长 徐博海 退缩 选择 坚守 水电站 恢复正常 运行 徐博海 依然 工作 热爱 岗位 谢谢 守住 水电站 出 一份 力 \u200b']"
27,67,核酸检测,27_黄码_检测_通告_天内,"['黄码', '检测', '通告', '天内', '核酸', '全员', '已满', '全区', '记录', '答疑']","['天内 核酸 检测 记录 黄码 人员 相关 答疑 成都 城市 服务台 月 18 日 成都市 新型 冠状病毒 肺炎 疫情 防控 指挥部 发布 常态 化 核酸 检测 通告 通告 天内 核酸 检测 记录 人员 四川 天府 健康 码 赋 黄码 26 日 通告 发布 已满 天 核酸 检测 记录 人员 健康 码 赋 黄码 \u200b', '疫情 防控 天内 核酸 检测 记录 黄码 人员 相关 答疑 四川 城市 服务台 月 18 日 成都市 新型 冠状病毒 肺炎 疫情 防控 指挥部 发布 常态 化 核酸 检测 通告 通告 天内 核酸 检测 记录 人员 四川 天府 健康 码 赋 黄码 26 日 通告 发布 已满 天 核酸 检测 记录 人员 健康 码 \u200b', '疫情 防控 天内 核酸 检测 记录 黄码 人员 相关 答疑 四川 城市 服务台 月 18 日 成都市 新型 冠状病毒 肺炎 疫情 防控 指挥部 发布 常态 化 核酸 检测 通告 通告 天内 核酸 检测 记录 人员 四川 天府 健康 码 赋 黄码 26 日 通告 发布 已满 天 核酸 检测 记录 人员 健康 码 \u200b']"
28,65,,28_伤疤_失踪_在湾东_职工,"['伤疤', '失踪', '在湾东', '职工', '身上', '昌源', '开发', '上百人', '电力', '有限公司']","['甘宇 获救 时 哭 说 好人 失踪 17 天 身上 多处 伤疤 村民 连续 天 进山 找到 甘宇 月 21 日 四川 泸定 6.8 级 地震 中失联 17 天 甘宇 老乡 倪太高救 家中 甘宇 泸定 昌源 电力 开发 有限公司 职工 月 日 泸定 发生 6.8 级 地震 电力公司 职工 罗 永和 甘宇 坚守 电站 救 下游 上百人 被困 在湾东 \u200b', '甘宇 获救 时 哭 说 好人 失踪 17 天 身上 多处 伤疤 村民 连续 天 进山 找到 甘宇 月 21 日 四川 泸定 6.8 级 地震 中失联 17 天 甘宇 老乡 倪太高救 家中 甘宇 泸定 昌源 电力 开发 有限公司 职工 月 日 泸定 发生 6.8 级 地震 电力公司 职工 罗 永和 甘宇 坚守 电站 救 下游 上百人 被困 在湾东 \u200b', '甘宇 获救 时 哭 说 好人 失踪 17 天 身上 多处 伤疤 村民 连续 天 进山 找到 甘宇 月 21 日 四川 泸定 6.8 级 地震 中失联 17 天 甘宇 老乡 倪太高救 家中 甘宇 泸定 昌源 电力 开发 有限公司 职工 月 日 泸定 发生 6.8 级 地震 电力公司 职工 罗 永和 甘宇 坚守 电站 救 下游 上百人 被困 在湾东 \u200b']"
29,63,,29_除恶_黑恶势力_深圳_扫黑,"['除恶', '黑恶势力', '深圳', '扫黑', '访信', '信访办', '市府', '渎职', '失职', '市委']","['新浪 微博 约 谈 \ue627 中国 \ue627 微博 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 市府 市委 信访办 访信 \u200b', '\ue627 深圳 \ue627 中国 \ue627 微博 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 市府 市委 信访办 访信 回 \u200b', '\ue627 微博 \ue627 中国 \ue627 微博 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 市府 市委 信访办 访信 回 \u200b']"
30,62,,30_外省_返川_闭环_全省,"['外省', '返川', '闭环', '全省', '最新', '转运', '情况', '感染者', '肺炎', '内江']","['四川省 新型 冠状病毒 肺炎 疫情 最新 情况 月 22 日 发布 月 21 日 24 时 全省 新冠 肺炎 疫情 最新 情况 新增 本土 确诊 病例 41 例 外省 返川 闭环 转运 人员 例 遂宁 11 例 内江 例 宜宾 例 18 例由 无症状 感染者 转为 确诊 病例 外省 返川 闭环 转运 人员 例 宜宾 10 例 内江 例 新增 本土 无症状 感染者 26 例 \u200b', '四川省 新型 冠状病毒 肺炎 疫情 最新 情况 月 21 日 发布 月 20 日 24 时 全省 新冠 肺炎 疫情 最新 情况 新增 本土 确诊 病例 28 例 外省 返川 闭环 转运 人员 例 内江 例 遂宁 例 宜宾 例 例由 无症状 感染者 转为 确诊 病例 宜宾 例 内江 例 泸州 例 阿坝 例 新增 本土 无症状 感染者 27 例 外 \u200b', '四川省 新型 冠状病毒 肺炎 疫情 最新 情况 月 21 日 发布 月 20 日 24 时 全省 新冠 肺炎 疫情 最新 情况 新增 本土 确诊 病例 28 例 外省 返川 闭环 转运 人员 例 内江 例 遂宁 例 宜宾 例 例由 无症状 感染者 转为 确诊 病例 宜宾 例 内江 例 泸州 例 阿坝 例 新增 本土 无症状 感染者 27 例 外省 \u200b']"
31,61,,31_哀悼_同胞_深切_遇难,"['哀悼', '同胞', '深切', '遇难', '悼念', '活动', '仪式', '默哀', '雅安市', '同步']","['深切 哀悼 泸定 地震 遇难 同胞 月 12 日 12 点 52 分 四川省 甘孜州 泸定县 磨西镇 雅安市 石棉县 哀悼 活动 深切 哀悼 四川 泸定 6.8 级 地震 遇难 同胞 L 新华社 微博 视频 \u200b \u200b \u200b', '深切 哀悼 泸定 地震 遇难 同胞 月 12 日 12 点 52 分 四川省 甘孜州 泸定县 磨西镇 雅安市 石棉县 哀悼 活动 深切 哀悼 四川 泸定 6.8 级 地震 遇难 同胞 L 新华社 微博 视频 \u200b', '深切 哀悼 泸定 地震 遇难 同胞 月 12 日 12 点 52 分 四川省 甘孜州 泸定县 磨西镇 雅安市 石棉县 哀悼 活动 深切 哀悼 四川 泸定 6.8 级 地震 遇难 同胞 L 新华社 微博 视频 \u200b \u200b \u200b']"
32,59,,32_静态_宜宾市_实行_全域,"['静态', '宜宾市', '实行', '全域', '即时', '管理', '切实做好', '全城', '紧急通知', '全市']","['四川 宜宾市 全域 实行 静态 管理 月 日 宜宾市 应对 新冠 肺炎 疫情 应急 指挥部 发布 全市 进一步 全城 静态 管理 紧急通知 通知 指出 宜宾市 疫情 形势 严峻 切实做好 疫情 防控 工作 研究 即时 全市 实行 静态 管理 四川 宜宾 全域 实行 静态 管理 四川 在线 \u200b', '四川 宜宾市 全域 实行 静态 管理 月 日 宜宾市 应对 新冠 肺炎 疫情 应急 指挥部 发布 全市 进一步 全城 静态 管理 紧急通知 通知 指出 宜宾市 疫情 形势 严峻 切实做好 疫情 防控 工作 研究 即时 全市 实行 静态 管理 四川 宜宾 全域 实行 静态 管理 四川 在线 \u200b', '四川 宜宾市 全域 实行 静态 管理 月 日 宜宾市 应对 新冠 肺炎 疫情 应急 指挥部 发布 全市 进一步 全城 静态 管理 紧急通知 通知 指出 宜宾市 疫情 形势 严峻 切实做好 疫情 防控 工作 研究 即时 全市 实行 静态 管理 四川 宜宾 全域 实行 静态 管理 四川 在线 \u200b \u200b \u200b']"
33,59,灾后救援,33_找回_废墟_余万_经济损失,"['找回', '废墟', '余万', '经济损失', '现金', '民警', '百姓', '谢谢你们', '努力', '妥镇']","['谢谢你们 民警 地震 废墟 中 找回 10 万元 月 23 日 四川 泸定 妥镇 震后 民警 帮 居民 废墟 中 找回 10 余万 现金 努力 帮 百姓 减少 经济损失 L 四川 观察 微博 视频 \u200b \u200b \u200b', '谢谢你们 民警 地震 废墟 中 找回 10 万元 月 23 日 四川 泸定 妥镇 震后 民警 帮 居民 废墟 中 找回 10 余万 现金 努力 帮 百姓 减少 经济损失 L 四川 观察 微博 视频 \u200b \u200b \u200b', '谢谢你们 民警 地震 废墟 中 找回 10 万元 月 23 日 四川 泸定 妥镇 震后 民警 帮 居民 废墟 中 找回 10 余万 现金 努力 帮 百姓 减少 经济损失 L 四川 观察 微博 视频 \u200b']"
34,58,,34_赵露_赵露思_艺人_思向,"['赵露', '赵露思', '艺人', '思向', '思正', '思为', '名单', '关注', '默默', '祈福']","['赵露 思向 四川 泸定 捐赠 物资 丨 赵露 思正 能量 艺人 赵露思 默默 家乡 捐款 名单 粉丝 赵露 思为 四川 祈福 ? ? 请 关注 社会 新闻 关注 四川 地震 \u200b', '赵露 思向 四川 泸定 捐赠 物资 赵露思 默默 家乡 捐款 名单 粉丝 赵露 思为 四川 祈福 ? ? 请 关注 社会 新闻 关注 四川 地震 赵露 思正 能量 艺人', '\ue627 赵露思 赵露 思向 四川 泸定 捐赠 物资 赵露 思正 能量 艺人 赵露思 默默 家乡 捐款 名单 粉丝 赵露 思为 四川 祈福 ? ? 请 关注 社会 新闻 关注 四川 地震 赵露思 微博 \u200b']"
35,58,,35_公安_不退_警察_长安,"['公安', '不退', '警察', '长安', '交警', '蓬溪', '宜宾', '夫妻', '在线', '茂县']","['奋战 抗疫 一线 更好 明天 宜宾 疫情 防控 ## 宜 而战 ## 疫情 前 交警 不退 公安部 交通 管理局 四川 交警 宜宾 公安 L 宜宾 交警 在线 微博 视频 \u200b', '奋战 抗疫 一线 更好 明天 宜宾 疫情 防控 ## 宜 而战 ## 疫情 前 交警 不退 公安部 交通 管理局 四川 交警 宜宾 发布 宜宾 公安 L 宜宾 交警 在线 微博 视频 \u200b', '微光 疫 而行 致敬 抗疫 中 抗击 疫情 ## 疫情 警察 不退 四川 公安 四川 长安 网 L 遂宁 公安 微博 视频 \u200b']"
36,57,遇难信息,36_已致_遇难_30_太难,"['已致', '遇难', '30', '太难', '熬过', '增加', '天佑', '逝者', '真的', '安息']","['泸定 地震 已致 超 30 遇难 四川 真的 太难 \u200b', '泸定 地震 已致 超 30 遇难 四川 \u200b', '泸定 地震 已致 超 30 遇难 四川 地震 喔 \u200b']"
37,56,志愿服务,37_志愿者_青年_团员青年_志愿,"['志愿者', '青年', '团员青年', '志愿', '倡议书', '招募', '团员', '各级党委', '新生', '迎新']","['四川 团员青年 志愿者 倡议书 成都 疫情 防控 形势 异常 严峻 遏制 疫情 扩散 切实 保障 人民 群众 身体健康 国家 省 防疫 工作 成都市 月 日至 月 日 全市 全员 核酸 检测 希望 团员 青年 志愿者 各级党委 政府 疫情 防控 指 \u200b', '四川 团员青年 志愿者 倡议书 四川 共青团 成都 疫情 防控 形势 异常 严峻 遏制 疫情 扩散 切实 保障 人民 群众 身体健康 国家 省 防疫 工作 成都市 月 日至 月 日 全市 全员 核酸 检测 希望 团员 青年 志愿者 各级党委 政府 \u200b', '四川 团员青年 志愿者 倡议书 成都 疫情 防控 形势 异常 严峻 遏制 疫情 扩散 切实 保障 人民 群众 身体健康 国家 省 防疫 工作 成都市 月 日至 月 日 全市 全员 核酸 检测 希望 团员 青年 志愿者 各级党委 政府 疫情 防控 指 \u200b']"
38,54,,38_罗永_未关_举动_厂房,"['罗永', '未关', '举动', '厂房', '电闸', '漫过', '水发', '发电机', '冲毁', '冲上']","['罗永 直播 讲述 地震 经历 对话 泸定 地震 逆 行者 罗永 四川 泸定 地震 发生 危急 时刻 水发 集团 湾 东 水电站 员工 罗永 选择 逃生 冲上 约 10 层楼 高 坝 肩 打开 泄洪闸 意识 发电机 未关 风险 同事 甘宇 跑 厂房 拉 电闸 两个 举动 河水 漫过 大坝 冲毁 村庄 灾难 \u200b', '罗永 直播 讲述 地震 经历 对话 泸定 地震 逆 行者 罗永 四川 泸定 地震 发生 危急 时刻 水发 集团 湾 东 水电站 员工 罗永 选择 逃生 冲上 约 10 层楼 高 坝 肩 打开 泄洪闸 意识 发电机 未关 风险 同事 甘宇 跑 厂房 拉 电闸 两个 举动 河水 漫过 大坝 冲毁 村庄 灾难 \u200b', '罗永 直播 讲述 地震 经历 对话 泸定 地震 逆 行者 罗永 四川 泸定 地震 发生 危急 时刻 水发 集团 湾 东 水电站 员工 罗永 选择 逃生 冲上 约 10 层楼 高 坝 肩 打开 泄洪闸 意识 发电机 未关 风险 同事 甘宇 跑 厂房 拉 电闸 两个 举动 河水 漫过 大坝 冲毁 村庄 灾难 \u200b']"
39,54,,39_徐坤_共度_手中_青年歌手,"['徐坤', '共度', '手中', '青年歌手', '难关', '送到', '支持', '离开', '老乡', '受灾']","['\ue627 蔡 徐坤 ? 蔡 徐坤 捐赠 30 万元 驰援 四川 地震 灾区 青年歌手 蔡 徐坤 支持 物资 送到 受灾 老乡 手中 希望 爱 离开 泸定 加油 共度 难关', '\ue627 蔡 徐坤 ? 蔡 徐坤 捐赠 30 万元 驰援 四川 地震 灾区 青年歌手 蔡 徐坤 支持 物资 送到 受灾 老乡 手中 希望 爱 离开 泸定 加油 共度 难关', '\ue627 蔡 徐坤 ? 蔡 徐坤 捐赠 30 万元 驰援 四川 地震 灾区 青年歌手 蔡 徐坤 支持 物资 送到 受灾 老乡 手中 希望 爱 离开 泸定 加油 共度 难关']"
40,54,,40_会议_传达_总书记_学习,"['会议', '传达', '总书记', '学习', '常委会', '习近平', '精神', '主持', '重要讲话', '指示精神']","['时政 要闻 省委 常委会 会议 传达 学习 习近平 总书记 重要讲话 精神 中央 会议 精神 月 19 日 上午 省委 常委会 会议 传达 学习 中央政治局 会议 精神 习近平 总书记 中央 深化改革 委员会 第二十七次 会议 重要讲话 精神 研究 我省 贯彻落实 意见 传达 学习 国务院 联防 联控 机制 电视电话会议 精神 \u200b', '四川 发布 省委 常委会 会议 传达 学习 习近平 总书记 重要讲话 精神 中央 会议 精神 月 19 日 上午 省委 常委会 会议 传达 学习 中央政治局 会议 精神 习近平 总书记 中央 深化改革 委员会 第二十七次 会议 重要讲话 精神 研究 我省 贯彻落实 意见 传达 学习 国务院 联防 联控 机制 电视电话会议 精 \u200b', '省委 常委会 会议 传达 学习 习近平 总书记 重要讲话 精神 中央 会议 精神 月 19 日 上午 省委 常委会 会议 传达 学习 中央政治局 会议 精神 习近平 总书记 中央 深化改革 委员会 第二十七次 会议 重要讲话 精神 研究 我省 贯彻落实 意见 传达 学习 国务院 联防 联控 机制 电视电话会议 精神 听取 \u200b']"
41,52,消防安全,41_消防安全_消毒_居家_用电,"['消防安全', '消毒', '居家', '用电', '用品', '防疫', '重叠', '用火', '酒精', '用气']","['居家 防疫 消防安全 提醒 四川 新增 本土 确诊 48 例 无症状 47 例 疫情 易 反复 消防安全 无小事 特别 居家 防疫 期间 用火 用电 用气 增多 消毒 用品 频繁 更要 家庭 消防安全 阜新 消防 L 辽宁 消防 微博 视频 \u200b', '居家 防疫 消防安全 提醒 四川 新增 本土 确诊 48 例 无症状 47 例 疫情 易 反复 消防安全 无小事 特别 居家 防疫 期间 用火 用电 用气 增多 消毒 用品 频繁 更要 家庭 消防安全 阜新 消防 L 辽宁 消防 微博 视频 \u200b \u200b \u200b', '居家 防疫 消防安全 提醒 四川 新增 本土 确诊 48 例 无症状 47 例 疫情 易 反复 消防安全 无小事 特别 居家 防疫 期间 用火 用电 用气 增多 消毒 用品 频繁 更要 家庭 消防安全 阜新 消防 L 辽宁 消防 微博 视频 \u200b \u200b \u200b']"
42,52,,42_一句句_令人难忘_话语_动人,"['一句句', '令人难忘', '话语', '动人', '十二句', '只想', '有情', '热泪盈眶', '100', '点儿']","['震后 100 小时 泸定 地震 热泪盈眶 十二句 话 月 日 四川 泸定 6.8 级 地震 牵动 心 震后 救援 100 小时 一句句 动人 话语 令人难忘 哭 哭 平安 吃 吃 只想 灾区 群众 做 点儿 事 … 灾难 无情 有情 奇迹 \u200b', '震后 100 小时 泸定 地震 热泪盈眶 十二句 话 月 日 四川 泸定 6.8 级 地震 牵动 心 震后 救援 100 小时 一句句 动人 话语 令人难忘 哭 哭 平安 吃 吃 只想 灾区 群众 做 点儿 事 … 灾难 无情 有情 奇迹 \u200b', '震后 100 小时 泸定 地震 热泪盈眶 十二句 话 月 日 四川 泸定 6.8 级 地震 牵动 心 震后 救援 100 小时 一句句 动人 话语 令人难忘 哭 哭 平安 吃 吃 只想 灾区 群众 做 点儿 事 … 灾难 无情 有情 奇迹 \u200b']"
