nick,sig,date,text,forward,comment,like,情感倾向
废柴月半半,未认证,2022年01月,//@自由自在的游呀游://@噜噜噜噜噜噜撸花://@叶糊糊_://@黑铁矿坑://@倒斗神瓶://@冲子老教授:……//@工藤漫漫_313:原来早就烂透了#徐州八个孩子的妈妈##官方通报徐州丰县生育八孩女子情况#,0,0,0,2
高小米与米小高,未认证,2022年01月,//@李天飞大话西游:哈哈哈哈哈//@陨石盆栽:且到现在这破春晚也丰县味很浓。//@小刘今年上南大:#官方通报徐州丰县生育八孩女子情况#我要笑死了。丰县味太浓了。会说话就多说点,0,0,0,2
高比例如果,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#​,0,0,0,0
琳琅触目朗月清风,未认证,2022年01月,#还得是沈腾马丽##官方通报徐州丰县生育八孩女子情况##徐州丰县生育八孩女子##解救铁链女性#愿天下无拐​,0,0,0,0
莲子冰走冰,未认证,2022年01月,tmd笑死我了//@短暂消失中:时团去了有效促进生育率，凭什么输给了这些节目,0,0,0,2
洁宝和运喜宝,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#2022年了，我不能理解为什么会有这样魔幻的事情。​,0,0,0,2
福妮啊安,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#@只要开始就不晚na:请有关部门正确回应！不要被网络“逼着”去关心民生问题，难道不是应该为老百姓发声吗？到底什么时候中国普通老百姓才能摆脱压迫！什么时候才能实行民主公平和谐生活在这样官官相护，黑白颠倒，漠视生命的国家，我们哪来的幸福、温暖和快乐？​,0,0,0,0
小锅脐儿,未认证,2022年01月,//@有爱狼狼://@你有啥大饼://@远古文物夏青花:确实//@李天飞大话西游:哈哈哈哈哈//@陨石盆栽:且到现在这破春晚也丰县味很浓。//@小刘今年上南大:#官方通报徐州丰县生育八孩女子情况#我要笑死了。丰县味太浓了。会说话就多说点,1,0,0,2
来口豆乳玉麒麟怎么了,未认证,2022年01月,想不通时团上这春晚还能促进生育率到底输在哪了想不通​,0,1,5,2
阿阿阿阿阿_橘,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#所谓的官方通报上面全是敷衍，全是“吃人”​,0,0,0,2
电子鹦,未认证,2022年01月,//@Mickey快乐星球球长:#官方通报徐州丰县生育八孩女子情况#//@mamefish:#官方通报徐州丰县生育八孩女子情况#,0,0,0,0
修改名字我要不用以前了,未认证,2022年01月,//@今天炖谁好呢:今天也有在蹲后续新年了。#官方通报徐州丰县生育八孩女子情况#,0,0,0,0
星月辉映A-A,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#？？​,0,0,0,2
来碗炒饭,未认证,2022年01月,一直蹲，//@今天炖谁好呢:今天也有在蹲后续新年了。#官方通报徐州丰县生育八孩女子情况#,1,0,1,0
有爱狼狼,未认证,2022年01月,//@你有啥大饼://@远古文物夏青花:确实//@李天飞大话西游:哈哈哈哈哈//@陨石盆栽:且到现在这破春晚也丰县味很浓。//@小刘今年上南大:#官方通报徐州丰县生育八孩女子情况#我要笑死了。丰县味太浓了。会说话就多说点,2,1,1,2
MC白启,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#转发微博,0,0,0,0
初见只寻常,未认证,2022年01月,//@汤圆团子是一家://@kimiamber://@李天飞大话西游:哈哈哈哈哈//@陨石盆栽:且到现在这破春晚也丰县味很浓。//@小刘今年上南大:#官方通报徐州丰县生育八孩女子情况#我要笑死了。丰县味太浓了。会说话就多说点,0,0,0,2
旺猪旺旺酱酱,未认证,2022年01月,…//@ParEnthEsaurEolE:说真的人让我想结婚但环境让我觉得不是好时机//@永安卿酒酒_k:如果我买一样东西他的售后很难保障那么我对于这次的选择肯定会很谨慎，更不用说是结婚了，把霸凌合法合理化，不愧是徐州#官方通报徐州丰县生育八孩女子情况#//@寻找灵感:继离婚冷静期后，徐州又创造性地提出了“收,1,0,0,2
宇宙逃离飞船,未认证,2022年01月,好有力的逻辑//@短暂消失中:时团去了有效促进生育率，凭什么输给了这些节目,0,0,0,0
施个魔法变富婆,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#,0,0,0,0
MC白启,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#转发微博,0,0,0,0
YOYOLEEyoyoleepiano,未认证,2022年01月,我围观了@sven_shi的回答，该问题价值56.00元，围观仅1元，快来一起围观~O微博问答​,0,0,0,0
-烟火香脆椒-,未认证,2022年01月,cnm笑死我了//@短暂消失中:时团去了有效促进生育率，凭什么输给了这些节目,0,0,1,2
无限风光在险烽,未认证,2022年01月,谈过年放鞭炮我现在年龄52岁，现在过年没有一点年味了，不像我们小时候，放鞭炮，要压岁钱。现在一切没有了，为什么，因为不放鞭炮。那些专家说什么，放鞭炮影响环境，放鞭炮易发生火灾，放鞭炮伤害身体。放鞭炮也仅仅只是年30的夜里发一下，污染环境--还有汽车的尾气一年365天排放，影响大吗？发生​展开c,0,0,0,2
樱风飒29,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#所以徐州这种拐卖人口众多，不把女人当人的地方的人提出来的离婚冷静期是不是应该废除，是不是应该修改拐卖妇女买卖双方的法律，三年呵呵，我去抢个大熊猫都比这判的多。怎么还没有进展，都过年去了吗？不怕晚上睡不好吗，各位领导晚上没梦到点什​展开c,3,0,47,2
曲率驱动咪呜喵,未认证,2022年01月,//@Congratulations_F:迷惑行为//@霓霄啊:#官方通报徐州丰县生育八孩女子情况#绝了，吐了🤮🤮🤮//@洛根李喊你洄家扣胩:#官方通报徐州丰县生育八孩女子情况#原来源头在你这,0,0,0,2
MC白启,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#转发微博,0,0,0,0
胖花吖,未认证,2022年01月,#还得是沈腾马丽##官方通报徐州丰县生育八孩女子情况#在这太平盛世还有像🐶一样被拴着的女人还是八个孩子的娘当地政府没人管吗？,0,0,0,2
本凡尘just,未认证,2022年01月,//@-TangoD要谦虚:#官方通报徐州丰县生育八孩女子情况##吃出春节仪式感##解救铁链女性#//@咸菜馅的团子:#官方通报徐州丰县生育八孩女子情况##虎年第一条微博##解救铁链女性##江苏丰县回应八孩母亲被拴破屋#,0,0,0,0
福妮啊安,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#,0,0,0,0
各自有缺,未认证,2022年01月,尼玛，哈哈哈哈哈哈哈哈哈//@短暂消失中:时团去了有效促进生育率，凭什么输给了这些节目,0,0,0,0
MC白启,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#重点不是生孩子，是那个男的监禁、qj迫使女孩生孩子啊，重点是孩子吗？是吗？难道不该是那个男的犯罪还逍遥法外吗？,0,0,0,2
白白爱抽,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#,0,0,1,0
天际的云朵,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#//@江月何时:#官方通报徐州丰县生育八孩女子情况#,0,0,6,0
veer鹿鹿,未认证,2022年01月,#生育8孩女子事件不存在拐卖行为#真不是人,0,0,1,2
肥肥小蛮腰,未认证,2022年01月,//@Beatrice_M_Schordinger://@远古文物夏青花:确实//@李天飞大话西游:哈哈哈哈哈//@陨石盆栽:且到现在这破春晚也丰县味很浓。//@小刘今年上南大:#官方通报徐州丰县生育八孩女子情况#我要笑死了。丰县味太浓了。会说话就多说点,0,0,0,2
懒得鸟你zu,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#还有什么办法能帮助她吗​,1,5,27,0
鸿蒙钊哥,微博个人认证,2022年01月,我的二姑姑，也就是我父亲的二姐，就是精神病患者，间歇性发作，时好时坏，从婆家回到我们家，我们家一直养到她去世，没让她丧失做人的尊严。#官方通报徐州丰县生育八孩女子情况#​,2,17,182,2
终于改回名字的夏一跳,未认证,2022年01月,//@李天飞大话西游:哈哈哈哈哈//@陨石盆栽:且到现在这破春晚也丰县味很浓。//@小刘今年上南大:#官方通报徐州丰县生育八孩女子情况#我要笑死了。丰县味太浓了。会说话就多说点,0,0,0,2
清岚浅慕,未认证,2022年01月,#丰县官方通报生育八孩女子情况#从被收留到登记结婚都这么的合情合理，这么一个精神不正常的人，结婚是她自己的意愿吗？她的结婚意愿在法律上有效吗？地方发现来历不明人员解决办法就是给她找个人嫁了？找不到她的家人及信息，所以她就归“捡到”她的人了？​,0,0,4,2
源来森林在这里,未认证,2022年01月,//@好困想喝可乐:#女性终生不婚可能性增加值得反思##8个孩子的妈妈##官方回应八孩母亲被拴破屋疑遭家暴##官方通报徐州丰县生育八孩女子情况##官方通报江苏8孩母亲被锁破屋#//@幺幺零mm:#官方通报徐州丰县生育八孩女子情况#,0,0,0,2
空江行,未认证,2022年01月,//@远古文物夏青花:确实//@李天飞大话西游:哈哈哈哈哈//@陨石盆栽:且到现在这破春晚也丰县味很浓。//@小刘今年上南大:#官方通报徐州丰县生育八孩女子情况#我要笑死了。丰县味太浓了。会说话就多说点,0,0,0,2
HIME灬,未认证,2022年01月,//谁不论她到底是谁，她都是别人心心念念找了很多年的小孩，她的人生被偷走了，八个孩子都不够分，还要生啖她血肉。不止要她的人生她的自由她的血肉还要她的精神。在她疯掉时，她的父母还在因为想起她而寝食难安，全然不知她受着多大的苦痛。所有人都要睁眼看看#官方通报徐州丰县生育八孩女子情况#,1,0,9,2
mao--mao,未认证,2022年01月,//@风吹走云朵__:家徒四壁的农村男自己吃不饱穿不暖，却大发善心［收留］精神病女孩二十余年，期间敲落牙齿＋铁链栓颈＋生育八孩。当地政府关怀备至，又是补贴又是盖房，切实解决人民群众生活困难的好政府啊！真·情义丰县@情义丰县#官方通报徐州丰县生育八孩女子情况#,0,0,0,0
施个魔法变富婆,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#,0,0,0,0
uig666,未认证,2022年01月,//@永安卿酒酒_k:如果我买一样东西他的售后很难保障那么我对于这次的选择肯定会很谨慎，更不用说是结婚了，把霸凌合法合理化，不愧是徐州#官方通报徐州丰县生育八孩女子情况#//@寻找灵感:继离婚冷静期后，徐州又创造性地提出了“收留”,0,0,0,0
凉雨知秋FZ,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#这真是我在2022年的看到的新闻吗？？？？​,0,0,0,2
清清要早点睡,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#真丢人//@咸菜馅的团子:#官方通报徐州丰县生育八孩女子情况##虎年第一条微博##解救铁链女性##江苏丰县回应八孩母亲被拴破屋#,0,0,0,2
ccc_要向上了,未认证,2022年01月,好久没有发过微博，抒发心情。半年的时间发生了好多，开始都是好的，减肥成功，找到爱情，脱离之前牵绊的暧昧，拿到了初级，换了新的单位，升了职，原以为一切都是好的，许的愿望实现了好多。但是快结束时，发现生病了，而且有些难治，需要一直吃药，也很痛苦，怀疑人生，思考了未来，最后妥协，找到了​展开c,0,0,0,0
福妮啊安,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#,0,0,0,0
梦可撤销,未认证,2022年01月,乡下怎么还在计划生育​,0,0,0,0
爱吃荔枝的阮芜娘,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#真是温暖的春节​,2,0,11,0
斋藤一郎,未认证,2022年01月,//@寞道不销魂://@唠叨kim://@重生四猫母亲汪大锤:就这还能有正生育率真实人间“奇迹”了//@囧兰胸-今天辱骂DC了吗:///@宁海的大神木长芽了:#我国总和生育率低于国际警戒线#//@故园湾里:马上2022年两会要开了。猜猜这些舆情会不会在两会上有水花。,0,0,0,2
S水冘,未认证,2022年01月,#官方通报徐州丰县生育八孩女子情况#​,0,0,0,0
爱上种草君,未认证,2022年01月,拍下送洗护旅行装100ml欧莱雅护发精油100ml领/卷【10】，到/手【¥69.9】👇里面有3种功效的可选，小金瓶主打轻盈抗毛躁、小红瓶主打修护烫染受损发丝、小棕瓶主打减少干枯受损，姐妹们根据自己的发质情况选择合适的它是有添加角鲨烷+生育酚等成分，能补水滋润、改善干枯毛躁，每次洗完头​展开c,0,1,0,0
知甜遇·时柒,未认证,2022年01月,懂了//@远古文物夏青花:确实//@李天飞大话西游:哈哈哈哈哈//@陨石盆栽:且到现在这破春晚也丰县味很浓。//@小刘今年上南大:#官方通报徐州丰县生育八孩女子情况#我要笑死了。丰县味太浓了。会说话就多说点,0,0,1,2
嘎嘎叫渣渣,未认证,2022年01月,//@准备娶了哲也:#官方通报徐州丰县生育八孩女子情况#查看图片///@SALT麻麻:“徐州八孩妈妈”或许事件的发生不完全具有标志性，但社会及政府对待这个事件的态度和表现将是标志性的：标志社会的文明程度。这个事件值得并需要全民、全社会关注。,0,0,0,0
